timestamp,client_id,biz_name,campaign_id,campaign_name,keyword,platform,mode,device,status,duration_s,rank_position,rank_total,mentioned,rank_context,screenshot,response_text,error,proxy_ip,proxy_city,proxy_region,proxy_zip,prompt
2026-04-17 23:18:15,13,"West Valley Naturopathic Center, Goodyear",15,"West Valley Naturopathic Center, Goodyear — 1646 N Litchfield Rd #200, Goodyear, AZ 85395, USA",prp,Gemini,adb,adb-148717059N000830-B12KNb (2)._adb-tls,success,135.5,1,8,yes,[RANK: 1/8],audit_results/Gemini/13_prp_20260417_231559.png,audit_results/text/13_prp_20260417_231559_Gemini.txt,,,,,,"Top 3 businesses for prp in Valley Village, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank YOR Construction, Los Angeles () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:18:15,14,"ABCey Events, San Francisco",16,"ABCey Events, San Francisco — 164 Delmar St, San Francisco, CA 94117, USA",Event planning services San Francisco,Gemini,adb,adb-149145555W006477-JjonPV._adb-tls-con,success,126.8,12,282,yes,[RANK: 12/282],audit_results/Gemini/14_event-planning-services-san-francisco_20260417_231609.png,audit_results/text/14_event-planning-services-san-francisco_20260417_231609_Gemini.txt,,,,,,"Top 3 businesses for Event planning services San Francisco in Bandon, OR. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank Red Tree LLC - General Contractor in Coos County, Oregon () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:18:16,14,"ABCey Events, San Francisco",16,"ABCey Events, San Francisco — 164 Delmar St, San Francisco, CA 94117, USA",Event Planning,Gemini,adb,adb-149145555W005208-27c1FH (2)._adb-tls,success,128.9,2,3,yes,[RANK: 2/3],audit_results/Gemini/14_event-planning_20260417_231607.png,audit_results/text/14_event-planning_20260417_231607_Gemini.txt,,,,,,"Top 3 businesses for Event Planning in Bandon, OR. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank Red Tree LLC - General Contractor in Coos County, Oregon () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:18:17,14,"ABCey Events, San Francisco",16,"ABCey Events, San Francisco — 164 Delmar St, San Francisco, CA 94117, USA",Event planner San Francisco,Gemini,adb,adb-149145555W002883-aGtZ5h._adb-tls-con,success,132.3,9,25,yes,[RANK: 9/25],audit_results/Gemini/14_event-planner-san-francisco_20260417_231605.png,audit_results/text/14_event-planner-san-francisco_20260417_231605_Gemini.txt,,,,,,"Top 3 businesses for Event planner San Francisco in Bandon, OR. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank Red Tree LLC - General Contractor in Coos County, Oregon () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:18:20,15,"Diamond Auto Salon, Westlake Village",17,"Diamond Auto Salon, Westlake Village — 2260 Townsgate Road STE 3, Westlake Village, CA 91361-2437, USA",pure ppf,Gemini,adb,adb-149145555W006589-2W7yzb (2)._adb-tls,success,129.9,1,12,yes,[RANK: 1/12],audit_results/Gemini/15_pure-ppf_20260417_231611.png,audit_results/text/15_pure-ppf_20260417_231611_Gemini.txt,,,,,,"Top 3 businesses for pure ppf in Palo Alto, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank GYMGUYZ Silicon Valley, Palo Alto () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:18:22,15,"Diamond Auto Salon, Westlake Village",17,"Diamond Auto Salon, Westlake Village — 2260 Townsgate Road STE 3, Westlake Village, CA 91361-2437, USA",color ppf,Gemini,adb,adb-323952008165-D1lB1f (2)._adb-tls-con,success,127.5,1,15,yes,[RANK: 1/15],audit_results/Gemini/15_color-ppf_20260417_231615.png,audit_results/text/15_color-ppf_20260417_231615_Gemini.txt,,,,,,"Top 3 businesses for color ppf in Palo Alto, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank GYMGUYZ Silicon Valley, Palo Alto () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:18:22,13,"West Valley Naturopathic Center, Goodyear",15,"West Valley Naturopathic Center, Goodyear — 1646 N Litchfield Rd #200, Goodyear, AZ 85395, USA",medical weight loss,Gemini,adb,192.168.254.208:40467,success,149.6,4,18,yes,[RANK: 4/18],audit_results/Gemini/13_medical-weight-loss_20260417_231553.png,audit_results/text/13_medical-weight-loss_20260417_231553_Gemini.txt,,,,,,"Top 3 businesses for medical weight loss in Valley Village, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank YOR Construction, Los Angeles () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:18:48,15,"Diamond Auto Salon, Westlake Village",17,"Diamond Auto Salon, Westlake Village — 2260 Townsgate Road STE 3, Westlake Village, CA 91361-2437, USA",color paint protection film,Gemini,adb,adb-NZNBYL5DE6GIK7VS-SyS7F7 (2)._adb-tls,success,147.9,1,12,yes,[RANK: 1/12],audit_results/Gemini/15_color-paint-protection-film_20260417_231620.png,audit_results/text/15_color-paint-protection-film_20260417_231620_Gemini.txt,,,,,,"Top 3 businesses for color paint protection film in Palo Alto, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank GYMGUYZ Silicon Valley, Palo Alto () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:19:38,15,"Diamond Auto Salon, Westlake Village",17,"Diamond Auto Salon, Westlake Village — 2260 Townsgate Road STE 3, Westlake Village, CA 91361-2437, USA",ppf,Gemini,adb,adb-324651961440-rybQGF._adb-tls-connect,success,201.2,1,12,yes,[RANK: 1/12],audit_results/Gemini/15_ppf_20260417_231617.png,audit_results/text/15_ppf_20260417_231617_Gemini.txt,,,,,,"Top 3 businesses for ppf in Palo Alto, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank GYMGUYZ Silicon Valley, Palo Alto () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:19:50,13,"West Valley Naturopathic Center, Goodyear",15,"West Valley Naturopathic Center, Goodyear — 1646 N Litchfield Rd #200, Goodyear, AZ 85395, USA",iv therapy,ChatGPT,adb,adb-147263758M001636-LQbfNZ._adb-tls-con,success,103.4,,,,,audit_results/ChatGPT/13_iv-therapy_20260417_231807.png,audit_results/text/13_iv-therapy_20260417_231807_ChatGPT.txt,,,,,,"Top 3 businesses for iv therapy in Valley Village, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank YOR Construction, Los Angeles () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:19:56,15,"Diamond Auto Salon, Westlake Village",17,"Diamond Auto Salon, Westlake Village — 2260 Townsgate Road STE 3, Westlake Village, CA 91361-2437, USA",vehicle wrap,ChatGPT,adb,adb-149145555W006788-Vb9M0e._adb-tls-con,success,104.1,4,10,yes,[RANK: 4/10],audit_results/ChatGPT/15_vehicle-wrap_20260417_231812.png,audit_results/text/15_vehicle-wrap_20260417_231812_ChatGPT.txt,,,,,,"Top 3 businesses for vehicle wrap in Palo Alto, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank GYMGUYZ Silicon Valley, Palo Alto () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:19:57,14,"ABCey Events, San Francisco",16,"ABCey Events, San Francisco — 164 Delmar St, San Francisco, CA 94117, USA",Event planner San Francisco,ChatGPT,adb,adb-149145555W002883-aGtZ5h._adb-tls-con,success,99.7,2,30,yes,[RANK: 2/30],audit_results/ChatGPT/14_event-planner-san-francisco_20260417_231817.png,audit_results/text/14_event-planner-san-francisco_20260417_231817_ChatGPT.txt,,,,,,"Top 3 businesses for Event planner San Francisco in Bandon, OR. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank Red Tree LLC - General Contractor in Coos County, Oregon () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:19:57,13,"West Valley Naturopathic Center, Goodyear",15,"West Valley Naturopathic Center, Goodyear — 1646 N Litchfield Rd #200, Goodyear, AZ 85395, USA",detox iv therapy,ChatGPT,adb,adb-10HFBBFEBZ000RA-dvvJ3y (2)._adb-tls-,success,109.6,2,6,yes,[RANK: 2/6],audit_results/ChatGPT/13_detox-iv-therapy_20260417_231807.png,audit_results/text/13_detox-iv-therapy_20260417_231807_ChatGPT.txt,,,,,,"Top 3 businesses for detox iv therapy in Valley Village, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank YOR Construction, Los Angeles () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:19:59,14,"ABCey Events, San Francisco",16,"ABCey Events, San Francisco — 164 Delmar St, San Francisco, CA 94117, USA",Executive Retreat,ChatGPT,adb,adb-149145555W001028-XsQtPA._adb-tls-con,success,105.8,12,25,yes,[RANK: 12/25],audit_results/ChatGPT/14_executive-retreat_20260417_231813.png,audit_results/text/14_executive-retreat_20260417_231813_ChatGPT.txt,,,,,,"Top 3 businesses for Executive Retreat in Bandon, OR. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank Red Tree LLC - General Contractor in Coos County, Oregon () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:20:03,14,"ABCey Events, San Francisco",16,"ABCey Events, San Francisco — 164 Delmar St, San Francisco, CA 94117, USA",Event planning services San Francisco,ChatGPT,adb,adb-149145555W006477-JjonPV._adb-tls-con,success,107.9,18,40,yes,[RANK: 18/40],audit_results/ChatGPT/14_event-planning-services-san-francisco_20260417_231815.png,audit_results/text/14_event-planning-services-san-francisco_20260417_231815_ChatGPT.txt,,,,,,"Top 3 businesses for Event planning services San Francisco in Bandon, OR. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank Red Tree LLC - General Contractor in Coos County, Oregon () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:20:07,14,"ABCey Events, San Francisco",16,"ABCey Events, San Francisco — 164 Delmar St, San Francisco, CA 94117, USA",Event Planning,ChatGPT,adb,adb-149145555W005208-27c1FH (2)._adb-tls,success,111.0,18,25,yes,[RANK: 18/25],audit_results/ChatGPT/14_event-planning_20260417_231816.png,audit_results/text/14_event-planning_20260417_231816_ChatGPT.txt,,,,,,"Top 3 businesses for Event Planning in Bandon, OR. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank Red Tree LLC - General Contractor in Coos County, Oregon () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:20:11,13,"West Valley Naturopathic Center, Goodyear",15,"West Valley Naturopathic Center, Goodyear — 1646 N Litchfield Rd #200, Goodyear, AZ 85395, USA",iv hydration goodyear az,ChatGPT,adb,adb-0B64C27G23101E10-GJbgVo._adb-tls-con,success,124.6,5,10,yes,[RANK: 5/10],audit_results/ChatGPT/13_iv-hydration-goodyear-az_20260417_231806.png,audit_results/text/13_iv-hydration-goodyear-az_20260417_231806_ChatGPT.txt,,,,,,"Top 3 businesses for iv hydration goodyear az in Valley Village, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank YOR Construction, Los Angeles () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:20:11,15,"Diamond Auto Salon, Westlake Village",17,"Diamond Auto Salon, Westlake Village — 2260 Townsgate Road STE 3, Westlake Village, CA 91361-2437, USA",color ppf,ChatGPT,adb,adb-323952008165-D1lB1f (2)._adb-tls-con,success,109.4,2,3,yes,[RANK: 2/3],audit_results/ChatGPT/15_color-ppf_20260417_231822.png,audit_results/text/15_color-ppf_20260417_231822_ChatGPT.txt,,,,,,"Top 3 businesses for color ppf in Palo Alto, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank GYMGUYZ Silicon Valley, Palo Alto () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:20:16,14,"ABCey Events, San Francisco",16,"ABCey Events, San Francisco — 164 Delmar St, San Francisco, CA 94117, USA",Executive Offsite,ChatGPT,adb,adb-1490455613010287-g9bnc8._adb-tls-con,success,123.8,15,25,yes,[RANK: 15/25],audit_results/ChatGPT/14_executive-offsite_20260417_231813.png,audit_results/text/14_executive-offsite_20260417_231813_ChatGPT.txt,,,,,,"Top 3 businesses for Executive Offsite in Bandon, OR. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank Red Tree LLC - General Contractor in Coos County, Oregon () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:21:00,15,"Diamond Auto Salon, Westlake Village",17,"Diamond Auto Salon, Westlake Village — 2260 Townsgate Road STE 3, Westlake Village, CA 91361-2437, USA",pure ppf,ChatGPT,adb,adb-149145555W006589-2W7yzb (2)._adb-tls,success,159.9,2,10,yes,[RANK: 2/10],audit_results/ChatGPT/15_pure-ppf_20260417_231820.png,audit_results/text/15_pure-ppf_20260417_231820_ChatGPT.txt,,,,,,"Top 3 businesses for pure ppf in Palo Alto, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank GYMGUYZ Silicon Valley, Palo Alto () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:21:05,15,"Diamond Auto Salon, Westlake Village",17,"Diamond Auto Salon, Westlake Village — 2260 Townsgate Road STE 3, Westlake Village, CA 91361-2437, USA",color paint protection film,ChatGPT,adb,adb-NZNBYL5DE6GIK7VS-SyS7F7 (2)._adb-tls,success,137.1,2,5,yes,[RANK: 2/5],audit_results/ChatGPT/15_color-paint-protection-film_20260417_231848.png,audit_results/text/15_color-paint-protection-film_20260417_231848_ChatGPT.txt,,,,,,"Top 3 businesses for color paint protection film in Palo Alto, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank GYMGUYZ Silicon Valley, Palo Alto () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
2026-04-17 23:21:09,13,"West Valley Naturopathic Center, Goodyear",15,"West Valley Naturopathic Center, Goodyear — 1646 N Litchfield Rd #200, Goodyear, AZ 85395, USA",prp,ChatGPT,adb,adb-148717059N000830-B12KNb (2)._adb-tls,success,174.7,2,10,yes,[RANK: 2/10],audit_results/ChatGPT/13_prp_20260417_231815.png,audit_results/text/13_prp_20260417_231815_ChatGPT.txt,,,,,,"Top 3 businesses for prp in Valley Village, CA. Format: numbered list, each entry: name, 2-3 sentence description of why they stand out, and whether they appear on Google Maps (yes/no). Do not include any maps, images, or embedded content — text only. After the list, rank YOR Construction, Los Angeles () among all businesses in this space. You MUST include this exact line on its own: [RANK: X/Y] where X is the position and Y is total businesses (e.g., [RANK: 7/25]). Then one sentence explaining why. Keep entire response under 200 words."
